BKIndex;Flag;FKS;AP;BGrp;BFeld;Sortierung;Status;Beschreibung;Beschreibung_W;geaendert;Beschreibung_MW;BAKLALT;BAGRALT;BAKL;BAGR;Ebene1;Ebene2;Ebene3;Flag_APOBK
280;3;089;00;T;ET;570;Ausgelaufen;Allgemeine Hochschulreife (gymn. Oberstufe) - Elektrotechnik;Allgemeine Hochschulreife (gymn. Oberstufe) - Elektrotechnik;2011-01-14 15:19:05;Allgemeine Hochschulreife (gymn. Oberstufe) - Elektrotechnik;**;****;*****;********;**;**;**;1
280;3;088;00;S;ES;570;Ausgelaufen;Allgemeine Hochschulreife (gymn. Oberstufe) - Erziehung u. Soziales;Allgemeine Hochschulreife (gymn. Oberstufe) - Erziehung u. Soziales;2011-01-14 15:16:04;Allgemeine Hochschulreife (gymn. Oberstufe) - Erziehung u. Soziales;**;****;*****;********;**;**;**;1
280;3;086;00;G;KG;570;Ausgelaufen;Allgemeine Hochschulreife (gymn. Oberstufe) - Kunst/Musik/Gestaltung;Allgemeine Hochschulreife (gymn. Oberstufe) - Kunst/Musik/Gestaltung;2011-01-14 15:15:16;Allgemeine Hochschulreife (gymn. Oberstufe) - Kunst/Musik/Gestaltung;**;****;*****;********;**;**;**;1
280;3;090;00;T;MP;570;Ausgelaufen;Allgemeine Hochschulreife (gymn. Oberstufe) - Mathematik/Philosophie;Allgemeine Hochschulreife (gymn. Oberstufe) - Mathematik/Philosophie;2011-01-14 15:19:24;Allgemeine Hochschulreife (gymn. Oberstufe) - Mathematik/Philosophie;**;****;*****;********;**;**;**;1
280;3;087;00;L;SL;570;Ausgelaufen;Allgemeine Hochschulreife (gymn. Oberstufe) - Sprache u. Literatur;Allgemeine Hochschulreife (gymn. Oberstufe) - Sprache u. Literatur;2011-01-14 15:15:51;Allgemeine Hochschulreife (gymn. Oberstufe) - Sprache u. Literatur;**;****;*****;********;**;**;**;1
290;3;085;00;T;BT;580;Ausgelaufen;Fachhochschulreife 2j. (VZ) - Bautechnik;Fachhochschulreife 2j. (VZ) - Bautechnik;2011-01-14 15:20:36;Fachhochschulreife 2j. (VZ) - Bautechnik;**;****;*****;********;**;**;**;1
290;3;088;00;T;ET;580;Ausgelaufen;Fachhochschulreife 2j. (VZ) - Elektrotechnik;Fachhochschulreife 2j. (VZ) - Elektrotechnik;2011-01-14 15:21:07;Fachhochschulreife 2j. (VZ) - Elektrotechnik;**;****;*****;********;**;**;**;1
290;3;082;00;S;ES;580;Ausgelaufen;Fachhochschulreife 2j. (VZ) - Erziehung u. Soziales;Fachhochschulreife 2j. (VZ) - Erziehung u. Soziales;2011-01-14 15:19:57;Fachhochschulreife 2j. (VZ) - Erziehung u. Soziales;**;****;*****;********;**;**;**;1
290;3;081;00;G;KG;580;Ausgelaufen;Fachhochschulreife 2j. (VZ) - Kunst/Musik/Gestaltung;Fachhochschulreife 2j. (VZ) - Kunst/Musik/Gestaltung;2011-01-14 15:19:53;Fachhochschulreife 2j. (VZ) - Kunst/Musik/Gestaltung;**;****;*****;********;**;**;**;1
290;3;084;00;A;LH;580;Ausgelaufen;Fachhochschulreife 2j. (VZ) - Land- u. Hauswirtschaft;Fachhochschulreife 2j. (VZ) - Land- u. Hauswirtschaft;2011-01-14 15:20:30;Fachhochschulreife 2j. (VZ) - Land- u. Hauswirtschaft;**;****;*****;********;**;**;**;1
290;3;087;00;T;MT;580;Ausgelaufen;Fachhochschulreife 2j. (VZ) - Maschinenbautechnik;Fachhochschulreife 2j. (VZ) - Maschinenbautechnik;2011-01-14 15:20:43;Fachhochschulreife 2j. (VZ) - Maschinenbautechnik;**;****;*****;********;**;**;**;1
290;3;090;00;T;MP;580;Ausgelaufen;Fachhochschulreife 2j. (VZ) - Mathematik/Philosophie;Fachhochschulreife 2j. (VZ) - Mathematik/Philosophie;2011-01-14 15:21:16;Fachhochschulreife 2j. (VZ) - Mathematik/Philosophie;**;****;*****;********;**;**;**;1
290;3;089;00;T;RO;580;Ausgelaufen;Fachhochschulreife 2j. (VZ) - Rohstoffe/Werkstoffe;Fachhochschulreife 2j. (VZ) - Rohstoffe/Werkstoffe;2011-01-14 15:21:13;Fachhochschulreife 2j. (VZ) - Rohstoffe/Werkstoffe;**;****;*****;********;**;**;**;1
290;3;086;00;T;VT;580;Ausgelaufen;Fachhochschulreife 2j. (VZ) - Verkehrstechnik;Fachhochschulreife 2j. (VZ) - Verkehrstechnik;2011-01-14 15:20:40;Fachhochschulreife 2j. (VZ) - Verkehrstechnik;**;****;*****;********;**;**;**;1
290;3;083;00;W;WW;580;Ausgelaufen;Fachhochschulreife 2j. (VZ) - Wirtschaftswissenschaften;Fachhochschulreife 2j. (VZ) - Wirtschaftswissenschaften;2011-01-14 15:20:00;Fachhochschulreife 2j. (VZ) - Wirtschaftswissenschaften;**;****;*****;********;**;**;**;1
300;3;086;00;T;BT;590;Ausgelaufen;Fachhochschulreife 3j. (TZ) - Bautechnik;Fachhochschulreife 3j. (TZ) - Bautechnik;2011-01-14 15:22:09;Fachhochschulreife 3j. (TZ) - Bautechnik;**;****;*****;********;**;**;**;1
300;3;089;00;T;ET;590;Ausgelaufen;Fachhochschulreife 3j. (TZ) - Elektrotechnik;Fachhochschulreife 3j. (TZ) - Elektrotechnik;2011-01-14 15:22:35;Fachhochschulreife 3j. (TZ) - Elektrotechnik;**;****;*****;********;**;**;**;1
300;3;084;00;S;ES;590;Ausgelaufen;Fachhochschulreife 3j. (TZ) - Erziehung u. Soziales;Fachhochschulreife 3j. (TZ) - Erziehung u. Soziales;2011-01-14 15:22:01;Fachhochschulreife 3j. (TZ) - Erziehung u. Soziales;**;****;*****;********;**;**;**;1
300;3;083;00;G;KG;590;Ausgelaufen;Fachhochschulreife 3j. (TZ) - Kunst/Musik/Gestaltung;Fachhochschulreife 3j. (TZ) - Kunst/Musik/Gestaltung;2011-01-14 15:21:19;Fachhochschulreife 3j. (TZ) - Kunst/Musik/Gestaltung;**;****;*****;********;**;**;**;1
300;3;088;00;T;MT;590;Ausgelaufen;Fachhochschulreife 3j. (TZ) - Maschinenbautechnik;Fachhochschulreife 3j. (TZ) - Maschinenbautechnik;2011-01-14 15:22:31;Fachhochschulreife 3j. (TZ) - Maschinenbautechnik;**;****;*****;********;**;**;**;1
300;3;090;00;T;NW;590;Ausgelaufen;Fachhochschulreife 3j. (TZ) - Naturwissenschaften;Fachhochschulreife 3j. (TZ) - Naturwissenschaften;2011-01-14 15:23:09;Fachhochschulreife 3j. (TZ) - Naturwissenschaften;**;****;*****;********;**;**;**;1
300;3;087;00;T;VT;590;Ausgelaufen;Fachhochschulreife 3j. (TZ) - Verkehrstechnik;Fachhochschulreife 3j. (TZ) - Verkehrstechnik;2011-01-14 15:22:14;Fachhochschulreife 3j. (TZ) - Verkehrstechnik;**;****;*****;********;**;**;**;1
300;3;085;00;W;WW;590;Ausgelaufen;Fachhochschulreife 3j. (TZ) - Wirtschaftswissenschaften;Fachhochschulreife 3j. (TZ) - Wirtschaftswissenschaften;2011-01-14 15:22:05;Fachhochschulreife 3j. (TZ) - Wirtschaftswissenschaften;**;****;*****;********;**;**;**;1
310;3;090;00;W;WW;600;Ausgelaufen;Berufspraktikum Fremdsprachenassistent/Wirtschaftswissenschaften;Berufspraktikum Fremdsprachenassistentin/Wirtschaftswissenschaften;2013-01-24 09:25:17;Berufspraktikum Fremdsprachenassistent/-in/Wirtschaftswissenschaften;78;7884;*****;********;**;**;**;1
320;3;090;00;W;WW;610;Ausgelaufen;Berufsabschluss/Assistent 3j. (TZ) - Wirtschaftswiss./Eurowirtschaftsassistent;Berufsabschluss/Assistent 3j. (TZ) - Wirtschaftswiss./Eurowirtschaftsassistentin;2013-01-24 09:24:52;Berufsabschluss/Assistent 3j. (TZ) - Wirtschaftswiss./Eurowirtschaftsassistent/-in;78;7894;*****;********;**;**;**;1
330;3;089;00;S;ES;620;Ausgelaufen;Berufsabschluss/Ass. 3j. (VZ) - Erziehung u. Soziales / Freizeitsportleiter;Berufsabschluss/Ass. 3j. (VZ) - Erziehung u. Soziales / Freizeitsportleiterin;2013-01-24 09:24:39;Berufsabschluss/Ass. 3j. (VZ) - Erziehung u. Soziales / Freizeitsportleiter/-in;87;8760;*****;********;**;**;**;1
330;3;090;00;T;NW;620;Ausgelaufen;Berufsabschluss/Ass. 3j. (VZ) - Naturwissenschaften / Informationstechn. Ass.;Berufsabschluss/Ass. 3j. (VZ) - Naturwissenschaften / Informationstechn. Ass.;2006-01-19 11:05:56;Berufsabschluss/Ass. 3j. (VZ) - Naturwissenschaften / Informationstechn. Ass.;77;7744;*****;********;**;**;**;1
330;3;088;00;L;SL;620;Ausgelaufen;Berufsabschluss/Ass. 3j. (VZ) - Sprache u. Literatur / Fremdspr.korrespondent;Berufsabschluss/Ass. 3j. (VZ) - Sprache u. Literatur / Fremdspr.korrespondentin;2013-01-24 09:24:46;Berufsabschluss/Ass. 3j. (VZ) - Sprache u. Literatur / Fremdspr.korrespondent/-in;78;7884;*****;********;**;**;**;1
340;3;090;00;S;ES;630;Ausgelaufen;Berufsabschluss/Ass. 3j. (VZ) - Erziehung u. Soziales / Kinderpfleger;Berufsabschluss/Ass. 3j. (VZ) - Erziehung u. Soziales / Kinderpflegerin;2013-01-24 09:24:25;Berufsabschluss/Ass. 3j. (VZ) - Erziehung u. Soziales / Kinderpfleger/-in;86;8670;*****;********;**;**;**;1
340;3;089;00;S;ES;630;Ausgelaufen;Berufsabschluss/Ass. 3j. (VZ) - Erziehung u. Soziales / Sozialhelfer;Berufsabschluss/Ass. 3j. (VZ) - Erziehung u. Soziales / Sozialhelferin;2013-01-24 09:24:32;Berufsabschluss/Ass. 3j. (VZ) - Erziehung u. Soziales / Sozialhelfer/-in;86;8697;*****;********;**;**;**;1
350;3;089;00;S;ES;640;Ausgelaufen;Berufsabschluss/ZQ. 3j. (VZ) - Erziehung u. Soziales/Erzieher;Berufsabschluss/ZQ. 3j. (VZ) - Erziehung u. Soziales/Erzieherin;2013-01-24 09:24:07;Berufsabschluss/ZQ. 3j. (VZ) - Erziehung u. Soziales/Erzieher/-in;86;8630;*****;********;**;**;**;1
350;3;087;00;G;KG;640;Ausgelaufen;Berufsabschluss/ZQ. 3j. (VZ) - Kunst/Musik/Gestaltung/Techn. Assistent  - Kosm.;Berufsabschluss/ZQ. 3j. (VZ) - Kunst/Musik/Gestaltung/Techn. Assistent  - Kosm.;2006-01-19 11:08:56;Berufsabschluss/ZQ. 3j. (VZ) - Kunst/Musik/Gestaltung/Techn. Assistent  - Kosm.;90;9021;*****;********;**;**;**;1
350;3;088;00;L;SL;640;Ausgelaufen;Berufsabschluss/ZQ. 3j. (VZ) - Sprache u. Literatur/Fremdsprachenkorrespondent;Berufsabschluss/ZQ. 3j. (VZ) - Sprache u. Literatur/Fremdsprachenkorrespondentin;2013-01-24 09:24:17;Berufsabschluss/ZQ. 3j. (VZ) - Sprache u. Literatur/Fremdsprachenkorrespondent/-in;78;7884;*****;********;**;**;**;1
350;3;090;00;T;TB;640;Ausgelaufen;Berufsabschluss/ZQ. 3j. (VZ) - Textil- u. Bekleidungstechnik/Damenschneider;Berufsabschluss/ZQ. 3j. (VZ) - Textil- u. Bekleidungstechnik/Damenschneiderin;2013-01-24 09:23:56;Berufsabschluss/ZQ. 3j. (VZ) - Textil- u. Bekleidungstechnik/Damenschneider/-in;35;3513;*****;********;**;**;**;1
370;1;101;00;*;**;650;********************;Kooperationsklasse Hauptschule;Kooperationsklasse Hauptschule;2009-04-22 11:21:36;Kooperationsklasse Hauptschule;**;****;*****;********;**;**;**;1
940;1;177;03;T;ET;940;********************;Berufsausbildung - Elektroniker für Energie- und Gebäudetechnik;Berufsausbildung - Elektronikerin für Energie- und Gebäudetechnik;2014-12-08 08:26:32;Berufsausbildung - Elektroniker/-in für Energie- und Gebäudetechnik;31;3100;*****;2621206;**;**;**;1
940;1;454;00;T;HT;940;********************;Berufsausbildung - Tischler;Berufsausbildung - Tischlerin;2014-12-08 08:26:39;Berufsausbildung - Tischler/-in;50;5010;*****;2234209;**;**;**;1
970;3;108;00;S;SG;980;Ausgelaufen;Erzieher;Erzieherin;2013-01-24 09:23:33;Erzieher/-in;86;8630;*****;********;**;**;**;1
960;3;106;00;S;ES;980;Ausgelaufen;Erzieher/ AHR;Erzieherin/ AHR;2013-01-24 09:23:47;Erzieher/-in / AHR;86;8630;*****;********;**;**;**;1
940;1;509;00;T;MT;980;********************;Berufsausbildung - Feinwerkmechaniker;Berufsausbildung - Feinwerkmechanikerin;2014-12-08 08:26:47;Berufsausbildung - Feinwerkmechaniker/-in;27;2730;*****;2451203;**;**;**;1
990;1;***;**;*;**;980;********************;Kein Eintrag;Kein Eintrag;2006-07-25 14:29:05;Kein Eintrag;**;****;*****;********;**;**;**;1
940;1;532;00;T;TB;980;********************;Berufsausbildung - Maßschneider;Berufsausbildung - Maßschneiderin;2014-12-08 08:26:59;Berufsausbildung - Maßschneider/-in;35;3513;*****;2822214;**;**;**;1
59;3;187;02;*;**;153;Ausgelaufen;Fachinformatiker - Systemintegration;Fachinformatikerin - Systemintegration;2020-04-30 12:20:26;Fachinformatiker/-in - Systemintegration;**;****;*****;4310206;IF;**;A3;2
10;1;618;01;*;**;10;********************;Verfahrenstechnologe Metall - Eisen- und Stahlmetallurgie;Verfahrenstechnologin Metall - Eisen- und Stahlmetallurgie;2019-09-11 10:20:13;Verfahrenstechnolog(e/in) Metall - Eisen- und Stahlmetallurgie;**;****;*****;2411205;TN;**;A4;2
10;1;618;02;*;**;10;********************;Verfahrenstechnologe Metall - Stahlumformung;Verfahrenstechnologin Metall - Stahlumformung;2019-09-11 10:20:09;Verfahrenstechnolog(e/in) Metall - Stahlumformung;**;****;*****;2412206;TN;**;A4;2
10;1;618;03;*;**;10;********************;Verfahrenstechnologe Metall - Nichteisenmetallurgie;Verfahrenstechnologin Metall - Nichteisenmetallurgie;2019-09-11 10:20:06;Verfahrenstechnolog(e/in) Metall - Nichteisenmetallurgie;**;****;*****;2411206;TN;**;A4;2
10;1;618;04;*;**;10;********************;Verfahrenstechnologe Metall - Nichteisenmetallumformung;Verfahrenstechnologin Metall - Nichteisenmetallumformung;2019-09-11 10:20:05;Verfahrenstechnolog(e/in) Metall - Nichteisenmetallumformung;**;****;*****;2412205;TN;**;A4;2
0;*;***;**;*;**;0;********************;****************************************************************************************************;****************************************************************************************************;2019-08-05 11:19:49;****************************************************************************************************;**;****;*****;********;**;**;**;2
59;3;544;00;*;**;153;Ausgelaufen;Medizinischer Fachangestellter;Medizinische Fachangestellte;2020-04-30 12:20:55;Medizinische/-r Fachangestellte/-r;**;****;*****;8110202;WV;**;A3;2
210;3;999;02;X;XX;450;noch ohne Schlüssel;Sonstiger Bildungsgang;Sonstiger Bildungsgang;2018-09-21 09:21:59;Sonstiger Bildungsgang;**;****;*****;********;**;**;**;1
10;1;896;00;*;**;30;********************;Fachpraktiker für personenbezogene Serviceleistungen;Fachpraktikerin für personenbezogene Serviceleistungen;2019-12-12 13:29:11;Fachpraktikerin/Fachpraktiker für personenbezogene Serviceleistungen;**;****;*****;8321205;WV;**;MB;2
10;1;897;00;*;**;30;********************;Fachpraktiker für Gebäudereiniger;Fachpraktikerin für Gebäudereiniger;2019-09-11 10:21:03;Fachpraktiker/-in für Gebäudereiniger;**;****;*****;5411202;TN;**;MB;2
10;4;622;00;T;CP;10;********************;Prüftechnologe Keramik;Prüftechnologin Keramik;2020-04-02 21:47:13;Prüftechnologe/-in Keramik;**;****;*****;4132208;TN;**;A3;2
10;1;619;00;O;OH;10;********************;Flachglastechnologe;Flachglastechnologin;2019-10-10 09:13:47;Flachglastechnologe/-in;**;****;*****;2134207;TN;**;A3;2
10;4;620;01;T;MT;10;********************;Präzisionswerkzeugmechaniker - Schneidwerkzeuge;Präzisionswerkzeugmechanikerin - Schneidwerkzeuge;2020-04-02 21:46:58;Präzisionswerkzeugmechaniker/-in - Schneidwerkzeuge;**;****;*****;2452211;TN;**;A4;2
10;4;621;01;O;OH;10;********************;Maßschuhmacher - Maßschuhe;Maßschuhmacherin - Maßschuhe;2020-04-02 21:49:12;Maßschuhmacher/-in - Maßschuhe;**;****;*****;2833207;TN;**;A3;2
10;4;621;02;O;OH;10;********************;Maßschuhmacher - Schaftbau;Maßschuhmacherin - Schaftbau;2020-04-02 21:47:16;Maßschuhmacher/-in - Schaftbau;**;****;*****;2833208;TN;**;A3;2
10;4;620;02;T;MT;10;********************;Präzisionswerkzeugmechaniker - Zerspanwerkzeuge;Präzisionswerkzeugmechanikerin - Zerspanwerkzeuge;2020-04-02 21:46:51;Präzisionswerkzeugmechaniker/-in - Zerspanwerkzeuge;**;****;*****;2452212;TN;**;A4;2
146;4;110;00;T;TC;329;********************;Ingenieurtechnik (Klasse 11 und 12) (Jahrgangsstufe 01 und 02);Ingenieurtechnik (Klasse 11 und 12) (Jahrgangsstufe 01 und 02);2019-12-12 14:59:43;Ingenieurtechnik (Klasse 11 und 12) (Jahrgangsstufe 01 und 02);**;****;*****;9999999;TN;**;**;2
58;1;602;00;*;**;151;********************;Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Ernährungs- und Versorgungsmanagement;Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Ernährungs- und Versorgungsmanagement;2020-04-03 14:46:54;Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Ernährungs- und Versorgungsmanagement;**;****;*****;********;EV;**;AV;2
58;1;603;01;*;**;151;********************;Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Farbtechnik und Raumgestaltung;Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Farbtechnik und Raumgestaltung;2020-04-03 14:46:58;Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Farbtechnik und Raumgestaltung;**;****;*****;********;GT;FR;AV;2
58;1;603;02;*;**;151;********************;Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Medien/Medientechnologie;Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Medien/Medientechnologie;2020-04-03 14:46:56;Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Medien/Medientechnologie;**;****;*****;********;GT;MM;AV;2
58;1;604;01;*;**;151;********************;Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Gesundheitswesen;Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Gesundheitswesen;2020-04-03 14:47:02;Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Gesundheitswesen;**;****;*****;********;GE;GW;AV;2
58;1;604;02;*;**;151;********************;Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Sozialwesen;Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Sozialwesen;2020-04-03 14:47:00;Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Sozialwesen;**;****;*****;********;GE;SW;AV;2
58;1;604;03;*;**;151;********************;Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Körperpflege;Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Körperpflege;2020-04-03 14:46:59;Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Körperpflege;**;****;*****;********;GE;KP;AV;2
58;1;605;00;*;**;151;********************;Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Informatik;Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Informatik;2020-04-03 14:47:03;Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Informatik;**;****;*****;********;IF;**;AV;2
58;1;606;01;*;**;151;********************;Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Bau und Holztechnik;Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Bau und Holztechnik;2020-04-03 14:47:17;Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Bau und Holztechnik;**;****;*****;********;TN;BH;AV;2
58;1;606;02;*;**;151;********************;Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Drucktechnik;Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Drucktechnik;2020-04-03 14:47:15;Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Drucktechnik;**;****;*****;********;TN;DT;AV;2
58;1;606;03;*;**;151;********************;Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Elektrotechnik;Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Elektrotechnik;2020-04-03 14:47:13;Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Elektrotechnik;**;****;*****;********;TN;ET;AV;2
58;1;606;04;*;**;151;********************;Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Fahrzeugtechnik;Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Fahrzeugtechnik;2020-04-03 14:47:12;Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Fahrzeugtechnik;**;****;*****;********;TN;FT;AV;2
58;1;606;05;*;**;151;********************;Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Medizintechnik;Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Medizintechnik;2020-04-03 14:47:10;Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Medizintechnik;**;****;*****;********;TN;MD;AV;2
58;1;606;06;*;**;151;********************;Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Metalltechnik;Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Metalltechnik;2020-04-03 14:47:09;Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Metalltechnik;**;****;*****;********;TN;ME;AV;2
58;1;606;07;*;**;151;********************;Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Physik/Chemie/Biologie;Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Physik/Chemie/Biologie;2020-04-03 14:47:06;Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Physik/Chemie/Biologie;**;****;*****;********;TN;PC;AV;2
58;1;606;08;*;**;151;********************;Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Textiltechnik und Bekleidung;Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Textiltechnik und Bekleidung;2020-04-03 14:47:05;Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Textiltechnik und Bekleidung;**;****;*****;********;TN;TB;AV;2
58;1;607;00;*;**;151;********************;Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Wirtschaft und Verwaltung;Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Wirtschaft und Verwaltung;2020-04-03 14:47:27;Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Wirtschaft und Verwaltung;**;****;*****;********;WV;**;AV;2
10;4;898;00;*;**;30;********************;Fachpraktiker für Kreislauf- und Abfallwirtschaft;Fachpraktikerin für Kreislauf- und Abfallwirtschaft;2020-04-02 21:46:26;Fachpraktiker/-in für Kreislauf- und Abfallwirtschaft;**;****;*****;3433206;WV;**;MB;2
10;4;899;00;*;**;30;********************;Fachpraktiker für Informationstechnik;Fachpraktikerin für Informationstechnik;2020-04-02 21:46:49;Fachpraktiker/-in für Informationstechnik;**;****;*****;2631236;TN;**;MB;2
10;4;565;01;*;**;10;********************;Verfahrenstechnologe für Mühlen- und Getreidewirtschaft - Agrarlager;Verfahrenstechnologin für Mühlen- und Getreidewirtschaft - Agrarlager;2020-03-06 13:45:11;Verfahrenstechnologe/-technologin für Mühlen- und Getreidewirtschaft - Agrarlager;**;****;*****;2921204;OZ;**;A3;2
10;4;565;02;*;**;10;********************;Verfahrenstechnologe für Mühlen- und Getreidewirtschaft - Müllerei;Verfahrenstechnologin für Mühlen- und Getreidewirtschaft - Müllerei;2020-03-06 13:46:42;Verfahrenstechnologe/-technologin für Mühlen- und Getreidewirtschaft - Müllerei;**;****;*****;2921203;OZ;**;A3;2
10;1;157;01;*;**;10;********************;Edelsteinschleifer - Edelsteingravieren;Edelsteinschleiferin - Edelsteingravieren;2020-03-09 11:28:11;Edelsteinschleifer/-in - Edelsteingravieren;**;****;*****;9352217;OZ;**;A3;1
10;1;157;02;*;**;10;********************;Edelsteinschleifer - Edelsteinschleifen;Edelsteinschleiferin - Edelsteinschleifen;2020-03-09 11:28:17;Edelsteinschleifer/-in - Edelsteinschleifen;**;****;*****;9352218;OZ;**;A3;1
10;1;157;03;*;**;10;********************;Edelsteinschleifer - Industriediamantschleifen;Edelsteinschleiferin - Industriediamantschleifen;2020-04-30 15:14:30;Edelsteinschleifer/-in - Industriediamantschleifen;**;****;*****;9352219;OZ;**;A3;1
